tag;artist_song;bpm_median;bpm_std;centroid_mean;centroid_std;onset_regular;onset_strength_mean;onset_strength_std;self-correlation;spectral_contrast_mean;spectral_contrast_std;spectral_flux_mean;spectral_flux_std;spectral_rolloff_mean;spectral_rolloff_std;spectral_bandwidth_mean;spectral_bandwidth_std;volume_mean;volume_std;zero_cross;cepstral_mean1;cepstral_mean2;cepstral_mean3;cepstral_mean4;cepstral_mean5;cepstral_mean6;cepstral_mean7;cepstral_mean8;cepstral_mean9;cepstral_mean10;cepstral_std1;cepstral_std2;cepstral_std3;cepstral_std4;cepstral_std5;cepstral_std6;cepstral_std7;cepstral_std8;cepstral_std9;cepstral_std10
happy;Kiss_A_Girl_Keith_Urban_LYRICS_;123.046875;5.15699823589;2323.98440693;707.318318536;0.447;0.332734034558;0.158314902415;183.943;7.54731;2.27722;8.67403;8.38241;7718.71600735;1409.80036216;2489.81174504;442.814207515;-2.88622;13.5073;0.088;-55.8809034282;99.071993573;7.04394931383;30.3297164297;9.12526607509;13.8655448384;6.00644090691;9.10405001434;-1.81252334642;8.18994379358;50.8408747308;33.2556951005;21.8792436546;13.0328539604;11.6768310721;10.2633233511;8.59714086117;7.97920508168;7.56654418696;8.48636064054
happy;Klingande_Jubel_Lyrics_Radio_Edit_;123.046875;20.6056262627;1805.26642123;735.34213044;0.926;0.290893489281;0.1463015912;1013.036;7.29367;3.27175;9.07572;14.9574;6378.383466;2048.0087311;2059.85168034;610.451125206;-8.12181;14.5791;0.081;-68.417811863;117.996978962;-6.45169644095;30.0664105244;7.18431255516;1.63822270691;1.13583699474;4.21158610111;-7.06186429846;2.57671420351;78.8159062539;37.1507815263;30.0988496171;17.1464331543;13.9282401656;16.6056258827;9.66067087656;10.8825429122;8.28569007171;10.562370884
happy;Kurt_Elling_Rosa_Morena;123.046875;8.72212274194;936.939538646;561.945329202;0.499;0.363026653439;0.159824443911;76.646;2.67115;1.04371;1.26128;2.34812;4507.40681281;2153.1030551;1633.82610068;494.630428715;-22.79;13.0937;0.024;-260.231460142;153.548768949;46.2181890036;25.5361404801;18.331709835;19.4865990435;2.0445007077;4.60317309944;-0.901927101903;1.69199381449;51.4351839456;27.3339192518;17.220661032;23.3429180114;16.2857727376;11.4876776216;10.6356827481;10.3355131995;9.87551923994;8.55566426884
happy;KYKO_Mexico;103.359375;15.0544001154;1595.3325674;677.276519981;0.314;0.330807925751;0.161571557363;293.47;7.54609;2.81547;10.8215;9.68654;5981.83759533;1742.59236164;1980.67456433;431.523628722;-7.2549;14.2613;0.055;-82.0164870267;135.095442507;-2.95193329512;20.1642338428;18.9114860386;13.0830750664;1.86132650913;14.8139111996;-0.322079339785;7.47788836067;56.276787749;29.3416576198;17.9033604645;14.3112825481;11.3943766867;11.0704010122;10.3981609282;9.84421893692;7.8212142178;8.80163802998
happy;Kyrie_Eleison_GREGORIAN;117.453835227;36.214145081;1161.17171101;237.530871366;0.693;0.353957026918;0.0863080563642;1.256;0.733266;0.508403;0.102333;0.158273;3916.36225368;1001.66252655;1494.77274201;241.946057609;-29.8681;12.1591;0.052;-366.406573061;155.671940862;-13.8848780291;17.9000157859;4.26874465155;-18.33901399;-17.0237435097;-5.87978481564;-18.9214231451;2.46767964582;67.4336057532;22.6729315094;24.3320621441;19.8962883344;15.027771514;9.54706683046;6.80039726836;6.05374044415;11.7688367296;6.66472353544
happy;L_Boccherini_La_Musica_Notturna_delle_Strade_di_Madrid_Op_30_n_6_G_324_J_Savall;123.046875;16.7458352568;1624.12541658;562.439718725;1.763;0.281431145975;0.130136955522;0.999;0.683513;0.668016;0.0918763;0.1494;4963.02839513;1728.5850949;1650.95637606;529.546579004;-30.9056;15.5415;0.069;-437.142856458;102.164496056;-17.2516089177;11.0608593718;-5.07925345472;-9.38815198537;-8.49434524687;-9.66047534894;-10.4932951898;-9.15383720884;146.08359375;50.9460390917;32.0149721488;16.8853964208;12.5265440624;15.399920754;8.32678615897;10.2764112803;12.1905951465;14.1897546236
happy;Lady_Antebellum_Bartender;99.3840144231;3.39876502563;2465.31397475;668.374602835;0.529;0.291263593274;0.129444429239;57.871;5.30559;1.63079;3.79595;3.16065;7847.33409206;1097.88243159;2519.2563545;373.379465796;-4.457;12.927;0.097;-81.3605704987;93.2559036347;-1.54683714545;29.8559610223;4.41329261066;10.6494394432;3.38274537277;7.40911418612;-0.975064602432;5.25389465594;45.776531722;23.9440630687;20.5360306257;15.6527438388;10.9719698813;11.6946137301;10.5085547582;8.43593458937;9.84028063759;8.80299432585
happy;Lady_Antebellum_Compass;99.3840144231;12.419071698;3046.63951231;733.757646317;0.521;0.305579417901;0.138350722867;63.072;4.04408;1.44705;2.42662;2.35214;8886.80791871;749.758367083;2905.5187538;289.445277621;-4.09741;11.8767;0.139;-76.8345861613;67.0927056382;11.2678472393;21.4788938889;0.701882964419;9.41159493839;-0.902287638183;5.35934800975;-2.37173658394;2.49196390388;47.515922389;23.097904139;15.6817743642;13.0552320475;10.5405959878;10.18038961;8.01141240352;8.62833715422;7.91758060963;10.0395021577
happy;Lana_Del_Rey_High_By_The_Beach;129.19921875;33.6644196971;1528.09799554;715.771136272;0.772;0.326355653305;0.156704770152;217.764;4.88936;1.85739;4.4906;8.50222;6780.64069698;1604.39842305;2274.90093974;480.286762341;-13.0038;13.9653;0.056;-122.164100855;110.490250562;15.0995118448;33.4376044839;-7.08611796404;4.80449297638;-3.62001850613;1.21869455483;8.22873408308;5.08137368949;59.7951609078;33.19792791;21.5465455555;17.6124064985;16.674590651;10.7083759326;10.2856491938;12.8483276369;10.0453318273;11.4487314179
happy;Lang_Lang_plays_Eight_Memories_in_Watercolor_Op_1_No_5_8;107.666015625;52.183844447;547.001102725;185.366360553;0.862;0.315392296664;0.158066061592;1.517;0.261551;0.343495;0.0149018;0.0601905;1692.77471276;732.414734429;706.597018698;207.048718669;-43.3847;9.52059;0.046;-484.46352978;172.83812579;38.3483749568;5.1449765581;2.51713643991;0.378413195863;-6.3616069513;-6.78182883611;-1.88249007458;-2.04460135653;78.4800548029;22.7462301284;40.6939651696;12.5292661513;10.0106875202;9.46256312759;6.92500463439;6.40148141868;8.13235205776;7.34211227047
happy;Lang_Lang_plays_Mozart_Sonata_in_B_flat_Major_K_333_1st_Movement_;129.19921875;17.232005593;1391.78265068;816.975089981;0.652;0.210453662527;0.0826393358279;10.283;0.999075;0.457262;0.163158;0.307783;5267.46764535;2522.58398608;1771.37642527;591.706102109;-28.3535;14.3046;0.106;-282.289702241;120.425125441;-15.6003885759;-0.114012287673;-0.401003981092;-2.59028128431;-9.50076395974;-5.45689470247;-8.60939564787;-1.86013835195;87.6090992182;52.5618543333;35.023993681;16.3900637519;9.92614478524;11.0379933462;10.7712125783;11.5033266642;9.56047116843;10.2254579742
happy;Largo_al_factotum_Karaoke_piano_Figaro_Il_Barbiere_di_Siviglia_Rossini;143.5546875;41.7716284044;814.234130015;279.734750245;1.175;0.216562793292;0.151310199188;38.951;2.49711;1.83644;0.943799;1.66964;2272.50278006;1013.90516107;730.817562118;324.244562372;-29.7893;15.7018;0.059;-302.972007838;187.034127754;-28.9403113745;-1.23836011546;11.367689105;-7.87089667755;-3.20230594673;-2.42215311523;-4.83178859177;-3.45462539929;119.210226588;68.8520935006;31.7594742016;18.612044496;13.1449109253;11.5166654917;9.07313252332;7.1980623634;8.7233116737;8.11778416474
happy;Laura_Sullivan_Jumping_Fish_HD;143.5546875;42.4355303224;891.569765265;191.783697905;0.223;0.337137965965;0.200535028612;21.672;1.58048;1.10195;0.474337;1.56577;2395.03457927;548.319048035;813.167571294;162.09731657;-27.442;12.9297;0.06;-322.863466623;173.077511482;-9.19430065344;-3.63077503994;12.4074812212;1.76977859857;-2.54742532679;-7.08441980687;-7.83924564404;-3.43095723849;56.7562303647;15.5797719752;28.729163025;13.658131411;13.5970224416;11.5517457402;9.07164275885;9.39952894646;9.44933306215;9.94610602932
happy;Le_sacre_du_printemps;117.453835227;28.8269074451;1119.28326841;255.614880602;1.122;0.285319089029;0.0690136824136;0.369;0.458359;0.194414;0.0232021;0.0280794;3353.64329227;909.45060665;1169.17590434;251.854069445;-39.7387;14.5973;0.07;-428.664904975;174.570093605;-23.4571914899;19.3452617605;-19.1598870584;-3.86895711906;-7.94391995401;-9.86613316865;-9.62674827219;-3.58682313437;70.5480831134;16.790456595;29.2217566613;16.7488925498;14.4717125016;11.2977065616;9.93609820996;9.46708067156;10.8456218309;10.8613649398
happy;Lee_Brice_Hard_to_Love_Acoustic_SiriusXM_The_Highway;103.359375;25.2180059124;2136.86887709;794.256277256;0.432;0.374357852994;0.144724777771;1.864;1.11754;0.446339;0.208198;0.196837;7050.72430275;1668.18937486;2213.87126504;413.754406712;-23.0894;13.7166;0.097;-270.145794784;104.658434187;-9.50419751291;26.0822396074;10.9939388925;-13.5096153815;-9.2750103583;0.955828407012;-7.01465918451;-8.51688005494;70.0216592616;34.7752056183;25.7924504859;18.9891171074;19.3169622439;12.3041033513;9.55422170136;10.9819996422;13.0220697013;8.66671336886
happy;Lee_Brice_Hard_To_Love_Official_Music_Video_;103.359375;0.0;2188.03783836;747.10375334;0.377;0.290933277172;0.163791099471;19.525;2.56302;0.784974;0.836074;0.816436;7499.23480405;1616.93890798;2410.34555879;458.660571551;-13.4152;13.7831;0.077;-174.654264707;100.062025757;1.91779031551;36.5355636596;18.4092470035;11.2243394678;5.63207990692;13.6689657188;-1.26913089118;5.13600514538;56.5876762001;34.4924381353;17.8895420918;14.2362673807;12.7133305531;12.7332034853;9.3259921178;8.8556888258;11.2310464131;9.13104429252
happy;Lee_Brice_I_Don_t_Dance_Official_Music_Video_;92.28515625;30.9431791858;1648.72451024;728.337718097;0.546;0.309678148514;0.122000058493;9.93;1.18973;0.637436;0.496147;0.780673;6293.72535923;2169.75723199;2060.77444735;581.945944773;-22.5888;14.2591;0.053;-299.916588622;122.476086155;11.2103472414;30.3345408171;21.0401600537;9.22145598178;-1.55542071691;5.80637795748;-1.18955797633;1.16220451096;70.1078732471;35.5245481089;21.7699477573;17.6663834682;14.7229707094;14.1005936276;11.6669467312;11.1459474618;11.1638523515;10.2284846235
happy;Lee_Brice_Love_Like_Crazy_Official_Music_Video_;151.999080882;38.6335317714;2439.38368715;662.572398044;0.557;0.314303225742;0.133683500892;11.464;2.44463;0.582041;0.640173;0.558397;7927.08067891;799.171253064;2522.31496242;275.894707411;-12.9719;13.522;0.122;-133.293779842;78.7828687769;-4.99518111452;35.0349054564;6.30725755961;11.2224616268;-3.7335576059;11.2509908992;-0.604310355568;8.59866650026;34.7867159996;18.3152641314;14.8448550573;11.4867175879;11.9967077734;9.14593810199;8.94364060138;7.96891436967;9.44404403982;8.72333737912
happy;Lee_Brice_Parking_Lot_Party_Live_on_the_Lot;172.265625;34.3577607514;2821.76711637;609.439080256;0.681;0.262473716449;0.144222907001;100.737;8.29998;3.39932;10.8619;11.6679;8388.43861656;699.025172825;2683.2651993;231.61564251;1.05021;12.739;0.151;-27.4845031753;63.9231933224;-0.0262317302101;34.3714589624;1.12304795269;13.9826692722;-2.68885534765;10.7056819295;-2.06635686209;4.96827164905;60.6360785108;27.3451449867;18.6014077332;15.5593155404;13.2300013108;11.9641937491;11.7604719198;10.6368400282;8.71478375034;7.82684888882
happy;Lee_Brice_Woman_Like_You_Official_Music_Video_;161.499023438;31.9710217932;1866.13397735;842.140251068;0.408;0.399232439605;0.182083980007;16.388;2.0732;0.675997;0.74354;0.977588;7395.41177157;1582.32496331;2384.47468071;458.951828378;-17.043;13.3437;0.057;-202.931045605;112.732244635;19.0963387124;32.829568085;13.0558084459;5.09067924559;3.32912966965;9.859983676;-0.844429613288;4.58452257999;46.2169484577;31.6279448881;17.3521009998;13.4109838951;13.2390029114;11.534178865;10.1903553139;10.4858772882;8.93440970757;8.70920504691
happy;Let_It_Be_Sung;123.046875;1.52525050361;1937.12311022;887.293255002;0.433;0.295952952181;0.130275370158;47.217;2.90761;0.947633;1.20957;1.58908;7078.54375147;1974.2370979;2333.25718578;582.223391148;-14.4182;13.916;0.064;-169.624782686;105.716237087;18.7766624092;30.2253304808;6.85529901958;14.8038945398;5.13887039958;11.0998193256;2.6197447851;8.3933644392;51.9496984293;34.3416073003;20.8258904678;15.30350592;12.0125062884;13.0317771617;11.7896354398;9.6595382984;9.01175938596;10.0892281183
happy;Let_Me_Be_Xavier_Rudd;92.28515625;38.2917789043;1270.3010325;735.402239347;0.55;0.371343813288;0.168554568689;3.744;0.756724;0.381945;0.200509;0.236565;5544.30615319;2119.02879571;1900.76673614;530.140736386;-31.3967;13.256;0.043;-349.679591991;131.08572684;30.6385211918;27.4105696728;10.9263511307;3.91928471667;3.54292324441;9.1096569047;-6.04289130336;0.271151077845;64.3340440817;31.471134648;23.599320022;25.6600662301;11.8146377021;11.3198511669;11.647352821;11.4035767309;10.9441942041;10.5741278575
happy;Lighters_In_The_Air_Chris_Young_Lyrics_HD_;123.046875;13.7606743609;2219.20348266;543.72968595;0.453;0.29101839938;0.13144951708;37.391;4.69609;1.45479;3.00919;2.88922;7617.51745117;1214.60948154;2395.78641655;389.554291659;-7.5232;13.0406;0.094;-79.9152677457;100.851294418;-10.0042049276;21.8659703484;7.72593916387;7.18859772865;-2.56905613917;10.1495093053;-3.50402910926;4.1998144738;38.3409741249;20.1474560793;16.2476545326;10.864804101;10.6144247471;9.0521925093;8.08216577224;7.91548876642;8.5526318997;8.07107957733
happy;Lili_Boulanger_D_un_matin_de_printemps_Menuhin_Curzon;123.046875;25.2833327209;1129.77241815;390.121937745;0.613;0.381482528131;0.115078672796;9.794;1.47593;0.789904;0.280631;0.341113;3343.45782474;1329.0276753;1281.1995332;350.94237877;-25.8698;14.9658;0.051;-324.725706194;179.499484794;-0.627360103766;18.7616889205;1.22960344647;-9.95592044031;-4.05804458499;-9.53247841698;-12.220927554;-10.5499879001;59.6173029414;30.7188936981;30.8919743863;18.7386797211;10.9636886161;7.81635576284;9.45840600296;8.34442365023;7.62298063039;6.57117837265
happy;Lilian_Vieira_Zuco_103_Espero_letra_;117.453835227;15.21287332;2366.68472537;639.999805532;0.286;0.35145910037;0.156228293569;182.36;7.8176;3.04436;12.909;11.2914;8784.70954209;778.862708482;2851.30504203;397.977901391;-2.46145;12.2689;0.087;-54.5042799718;93.1808374588;27.4025557911;12.0586098767;7.83606408045;9.85139661274;6.96195614421;4.29220833493;-2.4791432602;12.3402681389;54.6744541512;22.1540923046;22.4008208341;16.1259788613;10.4127130958;11.6684641567;9.3088951785;8.00444953676;7.1062715719;8.97118068197
happy;Lily_Allen_LDN;99.3840144231;19.4426751681;2188.3037103;798.754614085;0.393;0.362672097684;0.158967798268;182.332;5.08959;1.34239;4.33608;4.23681;7551.94303631;1615.59950953;2470.9003236;513.763847168;-8.03582;13.2966;0.076;-93.2532164725;95.6061735933;-0.818038764777;24.2196245913;1.28684857027;1.18964347593;0.373133692359;1.39461750038;-0.0376174049285;4.40906508509;47.3823455445;31.3213114732;24.4908546454;14.9772949889;10.0598711105;12.4692089469;11.2299632298;10.4273041877;8.60590438806;9.24392559412
happy;Lisa_Mitchell_The_Boys_Official_Video_;117.453835227;25.4308012011;1936.5948233;861.627812422;0.4;0.315422025153;0.162041679704;290.463;7.17085;2.82411;13.2808;15.7272;7646.93033193;1437.61829598;2559.82013269;458.990796915;-6.1192;13.0964;0.074;-75.0576139766;94.5984494878;29.2618703995;37.2734701845;7.87155213883;21.2639028808;6.00457494201;11.9527242087;7.18029696633;6.20243840598;59.3225270053;31.9689950027;22.1463102124;14.3561898919;10.9874102595;10.9394225566;9.58761701543;9.62306889052;9.71514338505;8.85541129834
happy;LIVE_Mat_McHugh_More_Money_Acoustic_on_the_AU_sessions_;151.999080882;34.5392994882;1776.82031408;936.46573895;0.411;0.38387238832;0.146869549467;9.411;1.65557;0.761722;0.492326;0.646607;6317.3831384;1530.35851101;2059.98735648;426.791865326;-19.2812;11.71;0.079;-229.806092106;118.038497841;1.10032873632;33.9023912732;7.24176180641;3.75358990851;-4.2916494244;6.73163803372;-8.32643404636;1.88333579673;39.9639141508;37.1737042561;20.0326949158;15.7400966749;13.8748927466;12.502715811;10.4944662076;8.65820524937;10.4576100894;7.60482926294
happy;Lou_Reed_Walk_On_The_Wild_Side_Lyrics_in_Description_;103.359375;4.89200256394;3012.1436422;978.416925955;0.476;0.326509113182;0.154557078433;42.531;2.98608;1.40986;1.78606;2.56062;8630.90273369;790.494919606;2895.99235637;297.481479151;-9.3502;11.8323;0.1;-149.620753801;56.1644076888;35.1620182674;51.1184386895;8.99720381653;18.7484455983;3.01315658298;7.71411978097;-2.66112483585;5.8838990978;58.6128496095;32.4242765994;16.3145312838;20.7374648277;13.6300373553;11.9498409085;10.219282607;9.5326645939;7.91588212148;8.166884016
happy;Love_and_Theft_Angel_Eyes;107.666015625;0.0;2666.4495243;617.451209211;0.26;0.294908647553;0.138047877823;78.547;6.97007;2.0877;6.48601;5.90039;8555.0116275;663.268939479;2770.46093457;284.950071389;-1.83861;12.4351;0.113;-44.2115819214;77.8820725636;6.88316682782;26.478899483;10.9600306248;16.9345010538;-2.82059100394;5.18265631826;-1.08523336355;6.92796539105;46.0564215798;21.556922371;17.5602131802;14.2704327445;11.371474815;9.6233871934;9.90085486828;9.41811177166;8.19674020978;7.9777198518
happy;Love_and_Theft_Night_That_You_ll_Never_Forget;135.999177632;20.1462247277;2875.17573547;666.611966262;0.568;0.274763133161;0.1206248329;100.554;6.95193;2.13361;5.73565;5.05435;8727.93337157;627.852718887;2826.0893671;279.95814216;-1.27957;12.2223;0.127;-34.3786887438;76.7472681919;5.69563394492;23.1455356458;4.92939549476;3.15700820755;-5.04009834709;7.07885354013;-4.92243918096;4.61065727353;46.116825733;21.6185763957;14.4338416609;12.7777853005;9.74244499579;8.49011663303;8.60455160643;8.2702075075;8.15814261834;7.03345304332
happy;Love_In_A_College_Town_by_Luke_Bryan;117.453835227;18.0337077735;2252.77923518;670.474684708;0.703;0.268848924068;0.127377115739;22.675;3.83191;1.61892;1.97879;2.02753;6690.20249361;1508.25896291;2169.50604297;442.722267045;-9.23809;14.8319;0.107;-113.302833986;102.627481057;-28.0108539189;35.5029224828;1.02458630132;10.6484689814;0.219823223018;11.645553513;-0.609003531179;7.95563180628;74.4677049339;30.8075871728;25.1443513066;13.1001812557;12.4055079957;9.54813591535;10.0477881329;10.4943455909;8.32640627982;7.32629195815
happy;LUDWIG_VAN_BEETHOVEN_Sonata_for_Piano_Four_Hands_in_D_major_Op_6;184.5703125;45.4530204434;850.408446321;139.798962967;0.652;0.247688012509;0.117690125768;99.608;4.06968;1.48173;1.81333;1.936;2370.36450209;546.201844843;890.667284188;164.426091626;-22.7184;14.8022;0.058;-205.934292886;202.109380053;-35.3100504115;1.31390645581;2.802865042;-13.0951490174;-10.4811428126;-11.8178632147;-7.57319640074;-8.94118283361;45.2373584149;20.3638906241;18.9675508066;12.7623208608;12.5797864684;8.30984140059;7.90922737737;8.76589395554;10.5401974883;9.74248110303
happy;Luke_Bryan_Dirt_Road_Diary_Lyrics;143.5546875;28.5581447973;2290.6134034;698.721812519;0.568;0.31675696755;0.13634805916;170.567;9.36115;2.74253;10.9508;9.18304;7686.17875005;1188.44374458;2485.53518613;415.680424363;-1.18689;13.4835;0.105;-14.5065719441;94.9792498167;3.90028743096;30.6585743787;5.81142138289;7.04690867119;-6.94622118624;9.43460044316;-7.65707201648;2.71703563426;43.7359519357;27.0021057237;17.7964602431;13.5338533161;11.8569132247;9.06688096049;9.33103360487;8.38292202687;9.0214234656;8.16212623536
happy;Luke_Bryan_We_Run_This_Town_Lyrics;86.1328125;27.2182230946;2406.46997599;615.074437456;0.548;0.296747299151;0.125758113393;136.916;9.92661;2.45666;10.9682;8.18951;7890.38800081;971.461691985;2520.1370161;340.741817972;0.317024;12.7623;0.106;-11.4063982673;93.6123243007;2.03130733969;31.7154615564;3.74131308661;3.919328185;-11.7231268823;10.9730842201;-2.06918519456;-0.160985879293;37.3979972477;21.7783670785;19.4362324851;10.9420971791;10.925014051;9.77635693452;9.64861021059;7.55466767527;9.36982502381;8.50963055537
happy;Luke_Bryan_Are_You_Leaving_With_Him;161.499023438;36.6884649571;2432.31461689;621.74887505;0.508;0.255215757134;0.119637205263;243.842;10.2616;2.64927;13.3958;10.4405;7960.74896052;1022.74584543;2572.4052889;333.65061322;0.862252;12.8156;0.098;-12.9752580874;90.9104273678;7.13529473963;31.6237579997;10.7613902375;11.7694236425;-6.53245588033;14.6517615386;-2.34590080328;4.5941771644;45.3904324549;28.3160652129;15.4497536063;11.7292998792;11.4048946794;8.98148847081;9.36438132998;9.22618676682;9.62215399825;8.04900447262
happy;Luke_Bryan_Better_Than_My_Heart;117.453835227;12.5183780686;2372.42576537;705.627129484;0.378;0.309636774025;0.137084503662;179.274;9.97444;3.10279;14.6488;14.2869;7832.03089576;1160.65271171;2527.14254364;388.50832429;-0.0485349;13.2248;0.112;-0.577181265522;88.5945768523;-2.25029358035;29.8710844492;8.08078683067;11.0142388193;0.526027384096;12.7646459566;-3.22086680392;5.21660629049;42.1073900611;21.7144973733;16.688314967;12.1499717697;11.8147917049;8.14465554345;9.78813109163;8.06540522242;7.8097670219;7.57066777567
happy;Luke_Bryan_Crash_My_Party;95.703125;31.0573176909;2493.49124535;772.295102837;0.533;0.24441929652;0.113768888714;15.203;2.66648;0.91367;0.94513;0.891612;8022.35541717;1199.97563524;2588.47892781;395.698738108;-11.0306;13.0954;0.088;-160.159565237;93.8972864709;8.57340814338;35.1138758292;11.4641106833;8.18737819515;-2.41746597412;16.4389875497;-2.62804749369;3.32123759648;59.6324608097;28.1274083122;18.5190901882;13.1051456777;13.4919077227;9.49728425735;10.0290402985;10.5426864169;9.25389263722;8.22118437127
happy;Luke_Bryan_Do_I;135.999177632;22.209064931;1872.65926804;675.635590634;0.471;0.298450685193;0.136020808387;6.2;2.16013;0.80811;0.563586;0.506828;6699.66310577;1496.05923826;2164.27103912;471.219336082;-19.3092;15.6316;0.094;-188.796388198;111.721730237;-15.1836121676;32.4473682026;10.1802022861;10.1657285643;-3.78141045797;12.7691697056;-7.50258226408;1.69188124138;64.7683391511;32.7084319866;21.0225320414;15.74195627;13.6987796345;9.13312705981;12.5787517823;12.0501913659;10.6881385303;10.3949828119
happy;Luke_Bryan_Drink_A_Beer;78.3025568182;27.9569623985;1817.38933554;781.995593406;0.446;0.309597612435;0.144845715753;14.465;1.455;0.62705;0.256078;0.344294;6424.11184106;1579.69064563;2126.36861656;491.413840141;-20.6427;14.5963;0.065;-237.203664818;117.259240697;-5.00216690393;38.1099723248;5.13533848938;10.5339627589;-0.396586332884;9.71354012042;-6.19311653353;1.03138373272;50.731852439;26.6076485458;22.879001404;14.8807739878;12.5554443361;9.11839842364;8.50887479523;9.6380956668;9.34617674013;7.90633996491
happy;Luke_Bryan_Drunk_On_You;143.5546875;5.26741405882;2505.44945273;709.338539774;0.444;0.327672645816;0.155550382722;12.605;2.41015;0.92324;0.763817;0.705956;8128.42175201;899.978454836;2618.15334738;326.139537149;-12.1807;13.2565;0.105;-171.003930587;84.3058716237;8.89017994954;28.6366501489;5.95735458189;8.80448561236;-5.08276854154;17.497306026;-7.43316954044;3.45495509316;60.2914590925;28.7841310423;20.2254711985;13.6172179715;13.331588608;11.1910093996;10.489368018;12.91335458;10.567720201;10.018581592
happy;Luke_Bryan_Games_Lyrics_;161.499023438;34.2508347329;2454.69064395;812.928165481;0.581;0.276144608175;0.133969553255;119.519;8.73324;3.48045;11.3105;9.34787;7296.53150278;1529.10109216;2335.01276438;476.865414372;-1.1322;14.4483;0.098;-56.933004471;104.773904327;-6.34213053919;27.2529006049;1.30316664492;6.88172944471;-9.06824333669;14.8371122772;-5.54739837762;0.0799092101434;61.4863595012;35.4522409961;24.1064922773;17.4627334865;14.0996458866;12.8182285726;12.5888459529;12.1831679755;9.69666051627;10.3142841888
happy;Luke_Bryan_Home_Alone_Tonight_Lyrics_360_Video_ft_Karen_Fairchild;161.499023438;32.5523514904;2685.57071121;663.257977655;0.57;0.335049900376;0.140966195657;220.037;14.1741;3.09615;22.7702;15.3258;8145.23714656;941.516890081;2568.69354045;321.605260582;5.14238;12.5924;0.136;41.3043007076;82.879467188;-5.30886862502;27.0687469747;3.1387094481;4.88396311525;-1.64399266603;12.9810743823;-1.42103421152;6.21842457537;35.0469262813;24.2768987234;16.9932125558;10.6050641188;11.8953744354;10.1660483497;7.44997164838;8.81134465952;8.11457622834;7.03490830765
happy;Luke_Bryan_I_Don_t_Want_This_Night_To_End;112.347146739;4.26325641456e-14;2489.65281539;783.70843013;0.607;0.338256286287;0.144406773266;13.096;2.38105;0.817403;0.66611;0.679103;8054.38027672;1035.54387223;2622.83411004;359.520352249;-11.9614;13.1031;0.092;-158.317685125;89.8566858224;13.4169487902;33.2940628427;8.50715957464;5.90952190063;-3.0823949155;16.0824499663;-3.58421604371;4.7923991808;56.8931074082;24.397424364;16.7521580602;13.1910930972;15.4260214093;10.9341312592;9.80260673089;11.659905322;8.78230313375;8.41646430548
happy;Luke_Bryan_Kiss_Tomorrow_Goodbye;117.453835227;8.23922084845;2732.93078606;595.209124208;0.405;0.281767934263;0.107041518416;17.671;3.37373;0.899995;1.27752;1.14361;8427.03716435;731.630061231;2733.18660906;276.389505727;-7.31388;12.1746;0.115;-107.267183808;80.3222479234;7.08545179116;27.1006783478;3.73493626442;11.5700614021;-4.19816031938;11.6448044995;-1.85623437527;2.81105359823;41.3330020434;17.0233735116;16.3675291638;10.0205121631;10.4033432438;9.3610422694;9.10778010525;8.24986610789;6.58117702276;7.56273162362
happy;Luke_Bryan_Like_We_Ain_t_Ever_Spring_Break_6_Like_We_Ain_t_Ever_EP;107.666015625;0.0;2710.95683195;629.795699679;0.458;0.324234589368;0.12620574033;158.029;9.64221;2.29526;10.5398;7.79817;8611.50660412;687.430188274;2760.02471243;276.949985045;1.85491;12.0184;0.125;10.5979553284;77.5368767261;3.34678500506;26.7570243591;7.9985554956;7.08581322905;-0.776176303669;12.3970327646;0.767869970408;8.10389092902;28.5113422575;19.5806647542;15.5173657494;9.62899528702;8.46612056052;8.77011888476;7.4483574984;7.0767404027;7.39868262643;7.26929533137
happy;Luke_Bryan_Little_Bit_Later_On;103.359375;7.06928001645;2964.09208413;728.018693268;0.483;0.261936341412;0.130636420472;157.815;8.35808;3.16439;11.1162;10.752;8691.67810618;879.066599148;2784.03133124;325.3063521;1.56607;12.1295;0.146;-4.11894598045;65.4882269;-1.43306702782;28.2585828529;2.93116049234;8.20887016537;3.56850947501;9.34564680581;-2.31826107625;3.96546691607;42.5034354552;22.1592888222;17.3671501459;12.5799140718;11.3165372683;9.3977315084;9.96177040527;7.30552323918;9.38940191135;8.26977782089
happy;Luke_Bryan_My_Ol_Bronco;161.499023438;28.887755183;2659.4273349;613.656656814;0.48;0.284241464126;0.11839634476;176.752;9.26898;2.29084;11.2663;9.55521;8104.73897782;989.835467294;2604.86899389;318.407351095;1.45331;12.3095;0.117;0.131810998896;81.4834792955;-3.12819207533;28.7486423099;4.95088309438;13.7931003466;-0.460289744534;10.7824257214;1.00023256202;1.53455314938;34.7766153609;19.6564084466;14.6505877552;11.197451339;10.2237096071;9.12318558739;9.42404231535;8.42309360229;8.89420489585;6.78958309886
